"date","close","volume","open","high","low"
"2018/06/13","190.7000","21480120.0000","192.4200","192.8800","190.4400"
"2018/06/12","192.2800","16859020.0000","191.3850","192.6110","191.1500"
"2018/06/11","191.2300","18069930.0000","191.3500","191.9700","190.2100"
"2018/06/08","191.7000","26580710.0000","191.1700","192.0000","189.7700"
"2018/06/07","193.4600","21329170.0000","194.1400","194.2000","192.3350"
"2018/06/06","193.9800","20912820.0000","193.6300","194.0800","191.9200"
"2018/06/05","193.3100","21535570.0000","193.0650","193.9400","192.3600"
"2018/06/04","191.8300","26190620.0000","191.6350","193.4200","191.3500"
"2018/06/01","190.2400","23377690.0000","187.9910","190.2600","187.7500"
"2018/05/31","186.8700","27468700.0000","187.2200","188.2300","186.1400"
"2018/05/30","187.5000","18503410.0000","187.7200","188.0000","186.7800"
"2018/05/29","187.9000","22409110.0000","187.6000","188.7500","186.8700"
"2018/05/25","188.5800","17186760.0000","188.2300","189.6500","187.6500"
"2018/05/24","188.1500","23129400.0000","188.7700","188.8400","186.2100"
"2018/05/23","188.3600","19966590.0000","186.3500","188.5000","185.7600"
"2018/05/22","187.1600","15228270.0000","188.3750","188.8800","186.7800"
"2018/05/21","187.6300","18383080.0000","188.0000","189.2700","186.9106"
"2018/05/18","186.3100","18083080.0000","187.1900","187.8102","186.1300"
"2018/05/17","186.9900","17014490.0000","188.0000","188.9100","186.3600"
"2018/05/16","188.1800","19046600.0000","186.0700","188.4600","186.0000"
"2018/05/15","186.4400","23639070.0000","186.7800","187.0700","185.1000"
"2018/05/14","188.1500","20393070.0000","189.0100","189.5300","187.8600"
"2018/05/11","188.5900","26167950.0000","189.4900","190.0600","187.4500"
"2018/05/10","190.0400","27942430.0000","187.7400","190.3700","187.6500"
"2018/05/09","187.3600","23141260.0000","186.5500","187.4000","185.2200"
"2018/05/08","186.0500","28053230.0000","184.9900","186.2200","183.6650"
"2018/05/07","185.1600","42557530.0000","185.1800","187.6700","184.7500"
"2018/05/04","183.8300","56137230.0000","178.2500","184.2500","178.1700"
"2018/05/03","176.8900","33944110.0000","175.8800","177.5000","174.4411"
"2018/05/02","176.5700","66454720.0000","175.2250","177.7500","173.8000"
"2018/05/01","169.1000","52228910.0000","166.4100","169.2000","165.2700"
"2018/04/30","165.2600","41976500.0000","162.1300","167.2600","161.8400"
"2018/04/27","162.3200","35617230.0000","164.0000","164.3300","160.6300"
"2018/04/26","164.2200","27850370.0000","164.1200","165.7300","163.3700"
"2018/04/25","163.6500","28331540.0000","162.6200","165.4200","162.4100"
"2018/04/24","162.9400","33674960.0000","165.6700","166.3300","161.2201"
"2018/04/23","165.2400","36396590.0000","166.8350","166.9200","164.0900"
"2018/04/20","165.7200","65270950.0000","170.5950","171.2184","165.4300"
"2018/04/19","172.8000","34693280.0000","174.9500","175.3900","172.6600"
"2018/04/18","177.8400","20544600.0000","177.8100","178.8200","176.8800"
"2018/04/17","178.2400","26575010.0000","176.4900","178.9365","176.4100"
"2018/04/16","175.8200","21561320.0000","175.0301","176.1900","174.8301"
"2018/04/13","174.7300","25100510.0000","174.7800","175.8400","173.8500"
"2018/04/12","174.1400","22858840.0000","173.4100","175.0000","173.0400"
"2018/04/11","172.4400","22401040.0000","172.2300","173.9232","171.7000"
"2018/04/10","173.2500","28567110.0000","173.0000","174.0000","171.5300"
"2018/04/09","170.0500","28976200.0000","169.8800","173.0900","169.8450"
"2018/04/06","168.3800","34949690.0000","170.9700","172.4800","168.2000"
"2018/04/05","172.8000","26750260.0000","172.5800","174.2304","172.0800"
"2018/04/04","171.6100","34581850.0000","164.8800","172.0100","164.7700"
"2018/04/03","168.3900","30237640.0000","167.6400","168.7455","164.8800"
"2018/04/02","166.6800","37425640.0000","167.8800","168.9400","164.4700"
"2018/03/29","167.7800","38116290.0000","167.8050","171.7500","166.9000"
"2018/03/28","166.4800","41464880.0000","167.2500","170.0200","165.1900"
"2018/03/27","168.3400","39824200.0000","173.6800","175.1500","166.9200"
"2018/03/26","172.7700","36778560.0000","168.0700","173.1000","166.4400"
"2018/03/23","164.9400","40984540.0000","168.3900","169.9200","164.9400"
"2018/03/22","168.8500","41335980.0000","170.0000","172.6800","168.6000"
"2018/03/21","171.2700","36387880.0000","175.0400","175.0900","171.2600"
"2018/03/20","175.2400","19620520.0000","175.2400","176.8000","174.9400"
"2018/03/19","175.3000","32931110.0000","177.3200","177.4700","173.6600"
"2018/03/16","178.0200","38313330.0000","178.6500","179.1200","177.6200"
"2018/03/15","178.6500","22676520.0000","178.5000","180.2400","178.0701"
"2018/03/14","178.4400","29334630.0000","180.3200","180.5200","177.8100"
"2018/03/13","179.9700","31464170.0000","182.5900","183.5000","179.2400"
"2018/03/12","181.7200","32191070.0000","180.2900","182.3900","180.2100"
"2018/03/09","179.9800","32130360.0000","177.9600","180.0000","177.3900"
"2018/03/08","176.9400","24518850.0000","175.4800","177.1200","175.0700"
"2018/03/07","175.0300","31686450.0000","174.9400","175.8500","174.2700"
"2018/03/06","176.6700","23273160.0000","177.9100","178.2500","176.1300"
"2018/03/05","176.8200","27825140.0000","175.2100","177.7400","174.5200"
"2018/03/02","176.2100","38426060.0000","172.8000","176.3000","172.4500"
"2018/03/01","175.0000","48706170.0000","178.5400","179.7750","172.6600"
"2018/02/28","178.1200","37568080.0000","179.2600","180.6150","178.0500"
"2018/02/27","178.3900","38885510.0000","179.1000","180.4800","178.1600"
"2018/02/26","178.9700","37353670.0000","176.3500","179.3900","176.2100"
"2018/02/23","175.5000","33772050.0000","173.6700","175.6500","173.5400"
"2018/02/22","172.5000","30953760.0000","171.8000","173.9500","171.7100"
"2018/02/21","171.0700","37378070.0000","172.8300","174.1200","171.0100"
"2018/02/20","171.8500","33690660.0000","172.0500","174.2600","171.4200"
"2018/02/16","172.4300","40113790.0000","172.3600","174.8200","171.7700"
"2018/02/15","172.9900","50908540.0000","169.7900","173.0900","169.0000"
"2018/02/14","167.3700","40382890.0000","163.0450","167.5400","162.8800"
"2018/02/13","164.3400","32483310.0000","161.9500","164.7500","161.6500"
"2018/02/12","162.7100","60774900.0000","158.5000","163.8900","157.5100"
"2018/02/09","156.4100","70583530.0000","157.0700","157.8900","150.2400"
"2018/02/08","155.1500","54145930.0000","160.2900","161.0000","155.0300"
"2018/02/07","159.5400","51467440.0000","163.0850","163.4000","159.0685"
"2018/02/06","163.0300","68171940.0000","154.8300","163.7200","154.0000"
"2018/02/05","156.4900","72215320.0000","159.1000","163.8800","156.0000"
"2018/02/02","160.5000","85957050.0000","166.0000","166.8000","160.1000"
"2018/02/01","167.7800","44453230.0000","167.1650","168.6200","166.7600"
"2018/01/31","167.4300","32234520.0000","166.8700","168.4417","166.5000"
"2018/01/30","166.9700","45635470.0000","165.5250","167.3700","164.7000"
"2018/01/29","167.9600","50565420.0000","170.1600","170.1600","167.0700"
"2018/01/26","171.5100","39075250.0000","172.0000","172.0000","170.0600"
"2018/01/25","171.1100","41438280.0000","174.5050","174.9500","170.5300"
"2018/01/24","174.2200","51368540.0000","177.2500","177.3000","173.2000"
"2018/01/23","177.0400","32395870.0000","177.3000","179.4400","176.8200"
"2018/01/22","177.0000","27052000.0000","177.3000","177.7800","176.6016"
"2018/01/19","178.4600","31306390.0000","178.6100","179.5800","177.4100"
"2018/01/18","179.2600","31087330.0000","179.3700","180.1000","178.2500"
"2018/01/17","179.1000","34260230.0000","176.1500","179.2500","175.0700"
"2018/01/16","176.1900","29512410.0000","177.9000","179.3900","176.1400"
"2018/01/12","177.0900","25302200.0000","176.1800","177.3600","175.6500"
"2018/01/11","175.2800","18653380.0000","174.5900","175.4886","174.4900"
"2018/01/10","174.2900","23751690.0000","173.1600","174.3000","173.0000"
"2018/01/09","174.3300","21532200.0000","174.5500","175.0600","173.4100"
"2018/01/08","174.3500","20523870.0000","174.3500","175.6100","173.9300"
"2018/01/05","175.0000","23589930.0000","173.4400","175.3700","173.0500"
"2018/01/04","173.0300","22342650.0000","172.5400","173.4700","172.0800"
"2018/01/03","172.2300","29461040.0000","172.5300","174.5500","171.9600"
"2018/01/02","172.2600","25400540.0000","170.1600","172.3000","169.2600"
"2017/12/29","169.2300","25938760.0000","170.5200","170.5900","169.2200"
"2017/12/28","171.0800","16412270.0000","171.0000","171.8500","170.4800"
"2017/12/27","170.6000","21477380.0000","170.1000","170.7800","169.7100"
"2017/12/26","170.5700","33113340.0000","170.8000","171.4700","169.6790"
"2017/12/22","175.0100","16339690.0000","174.6800","175.4240","174.5000"
"2017/12/21","175.0100","20848660.0000","174.1700","176.0200","174.1000"
"2017/12/20","174.3500","23451420.0000","174.8700","175.4200","173.2500"
"2017/12/19","174.5400","27393660.0000","175.0300","175.3900","174.0900"
"2017/12/18","176.4200","29385650.0000","174.8800","177.2000","174.8600"
"2017/12/15","173.9700","40122100.0000","173.6300","174.1700","172.4600"
"2017/12/14","172.2200","20442740.0000","172.4000","173.1300","171.6500"
"2017/12/13","172.2700","23402510.0000","172.5000","173.5400","172.0000"
"2017/12/12","171.7000","19088170.0000","172.1500","172.3900","171.4610"
"2017/12/11","172.6700","34260890.0000","169.2000","172.8900","168.7900"
"2017/12/08","169.3700","23285760.0000","170.4900","171.0000","168.8200"
"2017/12/07","169.3200","25656110.0000","169.0300","170.4400","168.9100"
"2017/12/06","169.0100","28397810.0000","167.5000","170.2047","166.4600"
"2017/12/05","169.6400","27315530.0000","169.0600","171.5200","168.4000"
"2017/12/04","169.8000","32512580.0000","172.4800","172.6200","169.6300"
"2017/12/01","171.0500","39735110.0000","169.9500","171.6700","168.5000"
"2017/11/30","171.8500","41484540.0000","170.4300","172.1400","168.4400"
"2017/11/29","169.4800","41459120.0000","172.6300","172.9200","167.1600"
"2017/11/28","173.0700","26387240.0000","174.3000","174.8700","171.8600"
"2017/11/27","174.0900","20591090.0000","175.0500","175.0800","173.3400"
"2017/11/24","174.9700","14026670.0000","175.1000","175.5000","174.6459"
"2017/11/22","174.9600","25558680.0000","173.3600","175.0000","173.0500"
"2017/11/21","173.1400","25047130.0000","170.7800","173.7000","170.7800"
"2017/11/20","169.9800","16041550.0000","170.2900","170.5600","169.5600"
"2017/11/17","170.1500","21884010.0000","171.0400","171.3900","169.6400"
"2017/11/16","171.1000","23598650.0000","171.1800","171.8700","170.3000"
"2017/11/15","169.0800","28998220.0000","169.9700","170.3197","168.3800"
"2017/11/14","171.3400","24683350.0000","173.0400","173.4800","171.1800"
"2017/11/13","173.9700","16956290.0000","173.5000","174.5000","173.4000"
"2017/11/10","174.6700","25129510.0000","175.1100","175.3800","174.2700"
"2017/11/09","175.8800","29422610.0000","175.1100","176.0950","173.1400"
"2017/11/08","176.2400","24358920.0000","174.6600","176.2400","174.3300"
"2017/11/07","174.8100","24332120.0000","173.9100","175.2500","173.6000"
"2017/11/06","174.2500","34770480.0000","172.3650","174.9900","171.7200"
"2017/11/03","172.5000","59332210.0000","174.0000","174.2600","171.1200"
"2017/11/02","168.1100","39668100.0000","167.6400","168.5000","165.2800"
"2017/11/01","166.8900","33482970.0000","169.8700","169.9400","165.6100"
"2017/10/31","169.0400","35779520.0000","167.9000","169.6499","166.9400"
"2017/10/30","166.7200","44651420.0000","163.8900","168.0700","163.7200"
"2017/10/27","163.0500","44387770.0000","159.2900","163.6000","158.7000"
"2017/10/26","157.4100","16916650.0000","157.2300","157.8295","156.7800"
"2017/10/25","156.4100","21175670.0000","156.9100","157.5500","155.2700"
"2017/10/24","157.1000","17633730.0000","156.2900","157.4200","156.2000"
"2017/10/23","156.1700","21888930.0000","156.8900","157.6900","155.5000"
"2017/10/20","156.2500","23907540.0000","156.6100","157.7500","155.9600"
"2017/10/19","155.9800","42357420.0000","156.7500","157.0800","155.0200"
"2017/10/18","159.7600","16252850.0000","160.4200","160.7100","159.6000"
"2017/10/17","160.4700","18969700.0000","159.7800","160.8700","159.2300"
"2017/10/16","159.8800","24093300.0000","157.9000","160.0000","157.6500"
"2017/10/13","156.9900","16367780.0000","156.7300","157.2800","156.4100"
"2017/10/12","156.0000","16380570.0000","156.3500","157.3700","155.7299"
"2017/10/11","156.5500","16861450.0000","155.9700","156.9800","155.7500"
"2017/10/10","155.9000","15603520.0000","156.0550","158.0000","155.1000"
"2017/10/09","155.8400","16243080.0000","155.8100","156.7300","155.4850"
"2017/10/06","155.3000","17223790.0000","154.9700","155.4900","154.5600"
"2017/10/05","155.3900","21215870.0000","154.1800","155.4400","154.0500"
"2017/10/04","153.4800","20088940.0000","153.6300","153.8600","152.4600"
"2017/10/03","154.4800","16216800.0000","154.0100","155.0900","153.9100"
"2017/10/02","153.8100","18631540.0000","154.2600","154.4500","152.7200"
"2017/09/29","154.1200","26204670.0000","153.2100","154.1300","152.0000"
"2017/09/28","153.2800","21983410.0000","153.8900","154.2800","152.7000"
"2017/09/27","154.2300","25402270.0000","153.8000","154.7189","153.5400"
"2017/09/26","153.1400","35907770.0000","151.7800","153.9200","151.6900"
"2017/09/25","150.5500","44366140.0000","149.9900","151.8300","149.1600"
"2017/09/22","151.8900","46575410.0000","152.0200","152.2700","150.5600"
"2017/09/21","153.3900","37350060.0000","155.8000","155.8000","152.7500"
"2017/09/20","156.0700","52126240.0000","157.9000","158.2600","153.8300"
"2017/09/19","158.7300","20565620.0000","159.5100","159.7700","158.4400"
"2017/09/18","158.6700","28157630.0000","160.1100","160.5000","157.9950"
"2017/09/15","159.8800","48846060.0000","158.4700","160.9700","158.0000"
"2017/09/14","158.2800","23637310.0000","158.9900","159.4000","158.0900"
"2017/09/13","159.6500","44866280.0000","159.8700","159.9600","157.9100"
"2017/09/12","160.8600","71574560.0000","162.6100","163.9600","158.7700"
"2017/09/11","161.5000","31506890.0000","160.5000","162.0500","159.8900"
"2017/09/08","158.6300","28411740.0000","160.8600","161.1500","158.5300"
"2017/09/07","161.2600","21905160.0000","162.0900","162.2400","160.3600"
"2017/09/06","161.9100","21610300.0000","162.7100","162.9900","160.5200"
"2017/09/05","162.0800","29491910.0000","163.7500","164.2500","160.5600"
"2017/09/01","164.0500","16564340.0000","164.8000","164.9400","163.6300"
"2017/08/31","164.0000","26729940.0000","163.6400","164.5200","163.4800"
"2017/08/30","163.3500","27215770.0000","163.8000","163.8900","162.6100"
"2017/08/29","162.9100","29451050.0000","160.1000","163.1200","160.0000"
"2017/08/28","161.4700","25649890.0000","160.1400","162.0000","159.9300"
"2017/08/25","159.8600","25184600.0000","159.6500","160.5600","159.2700"
"2017/08/24","159.2700","19782170.0000","160.4300","160.7400","158.5500"
"2017/08/23","159.9800","19376940.0000","159.0700","160.4700","158.8800"
"2017/08/22","159.7800","21564890.0000","158.2300","160.0000","158.0200"
"2017/08/21","157.2100","26330070.0000","157.5000","157.8900","155.1101"
"2017/08/18","157.5000","27391950.0000","157.8600","159.5000","156.7200"
"2017/08/17","157.8600","27377960.0000","160.5200","160.7100","157.8400"
"2017/08/16","160.9500","27607370.0000","161.9400","162.5100","160.1500"
"2017/08/15","161.6000","29377630.0000","160.6600","162.1950","160.1400"
"2017/08/14","159.8500","22074760.0000","159.3200","160.2100","158.7500"
"2017/08/11","157.4800","26208970.0000","156.6000","158.5728","156.0700"
"2017/08/10","155.3200","39636190.0000","159.9000","160.0000","154.6300"
"2017/08/09","161.0600","26060430.0000","159.2600","161.2700","159.1100"
"2017/08/08","160.0800","36127490.0000","158.6000","161.8300","158.2700"
"2017/08/07","158.8100","21827400.0000","157.0600","158.9200","156.6701"
"2017/08/04","156.3900","20514810.0000","156.0700","157.4000","155.6900"
"2017/08/03","155.5700","26604140.0000","157.0500","157.2100","155.0200"
"2017/08/02","157.1400","69726440.0000","159.2800","159.7500","156.1600"
"2017/08/01","150.0500","33669020.0000","149.1000","150.2200","148.4100"
"2017/07/31","148.7300","19690420.0000","149.9000","150.3300","148.1300"
"2017/07/28","149.5000","17192770.0000","149.8900","150.2300","149.1900"
"2017/07/27","150.5600","32429770.0000","153.7500","153.9900","147.3000"
"2017/07/26","153.4600","15649120.0000","153.3500","153.9300","153.0600"
"2017/07/25","152.7400","18798250.0000","151.8000","153.8400","151.8000"
"2017/07/24","152.0900","21466370.0000","150.5800","152.4400","149.9000"
"2017/07/21","150.2700","25111310.0000","149.9900","150.4400","148.8800"
"2017/07/20","150.3400","17170490.0000","151.5000","151.7400","150.1900"
"2017/07/19","151.0200","20859830.0000","150.4800","151.4200","149.9500"
"2017/07/18","150.0800","17837130.0000","149.2000","150.1300","148.6700"
"2017/07/17","149.5600","23765710.0000","148.8200","150.9000","148.5700"
"2017/07/14","149.0400","20117070.0000","147.9700","149.3300","147.3300"
"2017/07/13","147.7700","25080500.0000","145.5000","148.4900","145.4400"
"2017/07/12","145.7400","24833800.0000","145.8700","146.1800","144.8200"
"2017/07/11","145.5300","18647220.0000","144.7300","145.8500","144.3800"
"2017/07/10","145.0600","21080580.0000","144.1100","145.9500","143.3700"
"2017/07/07","144.1800","18527000.0000","142.9000","144.7500","142.9000"
"2017/07/06","142.7300","24110330.0000","143.0200","143.5000","142.4100"
"2017/07/05","144.0900","21550270.0000","143.6900","144.7900","142.7237"
"2017/07/03","143.5000","14277850.0000","144.8800","145.3001","143.1000"
"2017/06/30","144.0200","22986960.0000","144.4500","144.9600","143.7800"
"2017/06/29","143.6800","31450520.0000","144.7100","145.1300","142.2800"
"2017/06/28","145.8300","22052920.0000","144.4900","146.1100","143.1601"
"2017/06/27","143.7300","24725210.0000","145.0100","146.1600","143.6200"
"2017/06/26","145.8200","25674500.0000","147.1700","148.2800","145.3800"
"2017/06/23","146.2800","35421310.0000","145.1300","147.1600","145.1100"
"2017/06/22","145.6300","19082170.0000","145.7700","146.7000","145.1199"
"2017/06/21","145.8700","21247590.0000","145.5200","146.0693","144.6100"
"2017/06/20","145.0100","24877950.0000","146.8700","146.8700","144.9400"
"2017/06/19","146.3400","32203640.0000","143.6600","146.7400","143.6600"
"2017/06/16","142.2700","50264540.0000","143.7800","144.5000","142.2000"
"2017/06/15","144.2900","31642900.0000","143.3200","144.4798","142.2100"
"2017/06/14","145.1600","31454590.0000","147.5000","147.5000","143.8400"
"2017/06/13","146.5900","34089190.0000","147.1600","147.4500","145.1500"
"2017/06/12","145.4200","72187710.0000","145.7400","146.0900","142.5100"
"2017/06/09","148.9800","64782910.0000","155.1900","155.1900","146.0200"
"2017/06/08","154.9900","21144040.0000","155.2500","155.5400","154.4000"
"2017/06/07","155.3700","21017560.0000","155.0200","155.9800","154.4800"
"2017/06/06","154.4500","26591850.0000","153.9000","155.8100","153.7800"
"2017/06/05","153.9300","25277680.0000","154.3400","154.4500","153.4600"
"2017/06/02","155.4500","27715140.0000","153.5800","155.4500","152.8900"
"2017/06/01","153.1800","16383610.0000","153.1700","153.3300","152.2200"
"2017/05/31","152.7600","24452750.0000","153.9700","154.1700","152.3800"
"2017/05/30","153.6700","20118620.0000","153.4200","154.4300","153.3300"
"2017/05/26","153.6100","21895020.0000","154.0000","154.2400","153.3100"
"2017/05/25","153.8700","19217810.0000","153.7300","154.3500","153.0300"
"2017/05/24","153.3400","19201820.0000","153.8400","154.1700","152.6700"
"2017/05/23","153.8000","19906170.0000","154.9000","154.9000","153.3100"
"2017/05/22","153.9900","22930630.0000","154.0000","154.5800","152.9100"
"2017/05/19","153.0600","26892850.0000","153.3800","153.9800","152.6300"
"2017/05/18","152.5400","33520150.0000","151.2700","153.3400","151.1300"
"2017/05/17","150.2500","50674280.0000","153.6000","154.5700","149.7100"
"2017/05/16","155.4700","19994270.0000","155.9400","156.0600","154.7200"
"2017/05/15","155.7000","25912270.0000","156.0100","156.6500","155.0500"
"2017/05/12","156.1000","32493770.0000","154.7000","156.4200","154.6700"
"2017/05/11","153.9500","27236290.0000","152.4500","154.0700","152.3100"
"2017/05/10","153.2600","25779060.0000","153.6300","153.9400","152.1100"
"2017/05/09","153.9900","38907940.0000","153.8700","154.8800","153.4500"
"2017/05/08","153.0100","48670440.0000","149.0300","153.7000","149.0300"
"2017/05/05","148.9600","27254850.0000","146.7600","148.9800","146.7600"
"2017/05/04","146.5300","23345970.0000","146.5200","147.1400","145.8100"
"2017/05/03","147.0600","45579740.0000","145.5900","147.4900","144.2700"
"2017/05/02","147.5100","44182930.0000","147.5400","148.0900","146.8400"
"2017/05/01","146.5800","33498270.0000","145.1000","147.2000","144.9600"
"2017/04/28","143.6500","20783460.0000","144.0900","144.3000","143.2700"
"2017/04/27","143.7900","14198660.0000","143.9230","144.1600","143.3100"
"2017/04/26","143.6800","19998050.0000","144.4700","144.6000","143.3762"
"2017/04/25","144.5300","18325720.0000","143.9100","144.9000","143.8700"
"2017/04/24","143.6400","17117710.0000","143.5000","143.9500","143.1800"
"2017/04/21","142.2700","17290900.0000","142.4400","142.6800","141.8500"
"2017/04/20","142.4400","23294040.0000","141.2200","142.9200","141.1600"
"2017/04/19","140.6800","17302160.0000","141.8800","142.0000","140.4500"
"2017/04/18","141.2000","14676420.0000","141.4100","142.0400","141.1100"
"2017/04/17","141.8300","16529130.0000","141.4800","141.8800","140.8700"
"2017/04/13","141.0500","17775510.0000","141.9100","142.3800","141.0500"
"2017/04/12","141.8000","20320420.0000","141.6000","142.1500","141.0100"
"2017/04/11","141.6300","30341520.0000","142.9400","143.3500","140.0600"
"2017/04/10","143.1700","18904680.0000","143.6000","143.8792","142.9000"
"2017/04/07","143.3400","16658660.0000","143.7300","144.1800","143.2700"
"2017/04/06","143.6600","21131040.0000","144.2900","144.5200","143.4500"
"2017/04/05","144.0200","27649500.0000","144.2200","145.4600","143.8100"
"2017/04/04","144.7700","19865300.0000","143.2500","144.8900","143.1700"
"2017/04/03","143.7000","19970040.0000","143.7100","144.1200","143.0500"
"2017/03/31","143.6600","19576480.0000","143.7200","144.2700","143.0100"
"2017/03/30","143.9300","21189000.0000","144.1900","144.5000","143.5000"
"2017/03/29","144.1200","29174040.0000","143.6800","144.4900","143.1900"
"2017/03/28","143.8000","33348400.0000","140.9100","144.0400","140.6200"
"2017/03/27","140.8800","23531670.0000","139.3900","141.2200","138.6200"
"2017/03/24","140.6400","22355140.0000","141.5000","141.7400","140.3500"
"2017/03/23","140.9200","20299310.0000","141.2600","141.5844","140.6100"
"2017/03/22","141.4200","25804820.0000","139.8450","141.6000","139.7600"
"2017/03/21","139.8400","39461130.0000","142.1100","142.8000","139.7300"
"2017/03/20","141.4600","21258100.0000","140.4000","141.5000","140.2300"
"2017/03/17","139.9900","43700570.0000","141.0000","141.0000","139.8900"
"2017/03/16","140.6900","19173780.0000","140.7200","141.0200","140.2600"
"2017/03/15","140.4600","25676720.0000","139.4100","140.7501","139.0250"
"2017/03/14","138.9900","15281850.0000","139.3000","139.6500","138.8400"
"2017/03/13","139.2000","17048800.0000","138.8500","139.4300","138.8200"
"2017/03/10","139.1400","19578920.0000","139.2500","139.3571","138.6400"
"2017/03/09","138.6800","22117750.0000","138.7400","138.7900","137.0500"
"2017/03/08","139.0000","18695500.0000","138.9500","139.8000","138.8200"
"2017/03/07","139.5200","17439210.0000","139.0600","139.9800","138.7900"
"2017/03/06","139.3400","21229890.0000","139.3650","139.7700","138.5959"
"2017/03/03","139.7800","21555370.0000","138.7800","139.8300","138.5900"
"2017/03/02","138.9600","26170690.0000","140.0000","140.2786","138.7600"
"2017/03/01","139.7900","36362440.0000","137.8900","140.1500","137.5950"
"2017/02/28","136.9900","23446340.0000","137.0800","137.4350","136.7000"
"2017/02/27","136.9300","20222210.0000","137.1400","137.4350","136.2800"
"2017/02/24","136.6600","21754600.0000","135.9100","136.6600","135.2800"
"2017/02/23","136.5300","20762360.0000","137.3800","137.4800","136.3000"
"2017/02/22","137.1100","20769030.0000","136.4300","137.1200","136.1100"
"2017/02/21","136.7000","24487200.0000","136.2300","136.7500","135.9800"
"2017/02/17","135.7200","22163280.0000","135.1000","135.8300","135.1000"
"2017/02/16","135.3450","22539860.0000","135.6700","135.9000","134.8398"
"2017/02/15","135.5100","35578640.0000","135.5200","136.2700","134.6200"
"2017/02/14","135.0200","33054500.0000","133.4700","135.0900","133.2500"
"2017/02/13","133.2900","22989980.0000","133.0800","133.8200","132.7500"
"2017/02/10","132.1200","20046250.0000","132.4600","132.9400","132.0500"
"2017/02/09","132.4200","28321440.0000","131.6500","132.4450","131.1200"
"2017/02/08","132.0400","22941650.0000","131.3500","132.2200","131.2200"
"2017/02/07","131.5300","38158410.0000","130.5400","132.0900","130.4500"
"2017/02/06","130.2900","26784530.0000","129.1300","130.5000","128.9000"
"2017/02/03","129.0800","24460160.0000","128.3100","129.1900","128.1600"
"2017/02/02","128.5300","33671250.0000","127.9750","129.3900","127.7800"
"2017/02/01","128.7500","111837300.0000","127.0300","130.4900","127.0100"
"2017/01/31","121.3500","47767760.0000","121.1500","121.3900","120.6200"
"2017/01/30","121.6300","30327110.0000","120.9300","121.6300","120.6600"
"2017/01/27","121.9500","20495340.0000","122.1400","122.3500","121.6000"
"2017/01/26","121.9400","26320740.0000","121.6700","122.4400","121.6000"
"2017/01/25","121.8800","32417410.0000","120.4200","122.1000","120.2800"
"2017/01/24","119.9700","23191150.0000","119.5500","120.1000","119.5000"
"2017/01/23","120.0800","21982000.0000","120.0000","120.8100","119.7700"
"2017/01/20","120.0000","29922650.0000","120.4500","120.4500","119.7346"
"2017/01/19","119.7800","25554290.0000","119.4000","120.0900","119.3700"
"2017/01/18","119.9900","23687350.0000","120.0000","120.5000","119.7100"
"2017/01/17","120.0000","34412090.0000","118.3400","120.2400","118.2200"
"2017/01/13","119.0400","26083030.0000","119.1100","119.6200","118.8100"
"2017/01/12","119.2500","27057550.0000","118.8950","119.3000","118.2100"
